iter	RMSE
133	0.1082294681
134	0.1078945326
135	0.1078089534
136	0.1076330586
137	0.1073933617
138	0.1070783735
139	0.1069616389
140	0.10665165
141	0.1064270055
142	0.1061004463
143	0.1057181043
144	0.1055776044
145	0.1052946614
146	0.1051037286
147	0.104871535
148	0.1047193741
149	0.1044502571
150	0.1043395585
151	0.1041433273
152	0.1040307164
153	0.1037883264
154	0.1033823494
155	0.103296953
156	0.1030810741
157	0.10290516
158	0.1026484763
159	0.1025874037
160	0.1024077443
161	0.1022137678
162	0.1021059954
163	0.1019713198
164	0.101733679
165	0.1015432848
166	0.1013499028
167	0.1011367854
168	0.1010375177
169	0.1007506014
170	0.1005040679
171	0.1002870051
172	0.1000466703
173	0.0998488387
174	0.09978622075
175	0.09956927358
176	0.09933555245
177	0.09916717002
178	0.09911836766
179	0.09893711771
180	0.09869555904
181	0.0985806479
182	0.09844000624
183	0.09837459258
184	0.09818267065
185	0.09809301463
186	0.09786990464
187	0.09766883708
188	0.09745065331
189	0.09707315803
190	0.09686444793
191	0.09649869392
192	0.09618191988
193	0.09612363151
194	0.09594500622
195	0.09570607348
196	0.09530375138
197	0.0951662708
198	0.0951103891
199	0.09480895227
200	0.09473165663
201	0.09464636233
202	0.09456171651
203	0.09441936287
204	0.09417439259
205	0.09409394839
206	0.09388900479
207	0.09370736012
208	0.0934890751
209	0.09325060183
210	0.09298437294
211	0.09288651327
212	0.09279693781
213	0.09263044978
214	0.09244903565
215	0.09231337378
216	0.09223520042
217	0.09206360714
218	0.09188840096
219	0.09176901649
220	0.09159588079
221	0.09154616913
222	0.09147016082
223	0.09135243856
224	0.09121967533
225	0.09110514375
226	0.09092079111
227	0.09069317974
228	0.0906105791
229	0.09042410619
230	0.09037326738
231	0.09020174603
232	0.08999731383
233	0.08979203285
234	0.08959501106
235	0.08940318729
236	0.0892873384
237	0.08924479507
238	0.08914425985
239	0.08898997109
240	0.08877519508
241	0.08869633819
242	0.08852458396
243	0.08841784863
244	0.0883157297
245	0.08822377874
246	0.08811954048
247	0.08791413189
248	0.08781488503
249	0.08749338752
250	0.08734005302
251	0.08720460086
252	0.08706851719
253	0.08688996409
254	0.08670387182
255	0.08656028926
256	0.08641416478
257	0.08633304058
258	0.08619571546
259	0.08607526878
260	0.08599146279
261	0.08587574959
262	0.08576984654
263	0.08561940741
264	0.08548579341
265	0.08546207948
266	0.08525790121
267	0.08514088002
268	0.08510981299
269	0.08497502519
270	0.08484520644
271	0.08471720584
272	0.08450927582
273	0.08446465184
274	0.08434771509
275	0.08423180785
276	0.0841180046
277	0.08392138033
278	0.0836819529
279	0.08358450415
280	0.08350425478
281	0.08334294055
282	0.08313808704
283	0.08303475912
284	0.08292630514
285	0.08289504051
286	0.08275165094
287	0.08261945034
288	0.08251665474
289	0.0823866099
290	0.08222254169
291	0.08208419597
292	0.08189779913
293	0.08175192972
294	0.08166555279
295	0.08158817462
296	0.08150139413
297	0.08141949732
298	0.08138220331
299	0.08133321043
300	0.08119332038
301	0.08111863959
302	0.08101475906
303	0.080952013
304	0.08076505957
305	0.08057080671
306	0.08045685727
307	0.08035469047
308	0.080270285
309	0.08021365526
310	0.08008953714
311	0.07997002983
312	0.07991842048
313	0.07982276566
314	0.07978435568
315	0.07971880608
316	0.07961495347
317	0.07946825216
318	0.07941783176
319	0.07927751585
320	0.07916550384
321	0.07914148789
322	0.07908386202
323	0.0789726823
324	0.07890980914
325	0.07876314326
326	0.07866675449
327	0.07864143509
328	0.07845710631
329	0.07827603461
330	0.07815654909
331	0.0780842875
332	0.07800819509
333	0.07794078047
334	0.0778094246
335	0.07768923944
336	0.077628331
337	0.07760347682
338	0.07746697348
339	0.07726614348
340	0.07718293197
341	0.07706567422
342	0.07703161783
343	0.07690269526
344	0.0767992459
345	0.07677710588
346	0.07670647044
347	0.07655103364
348	0.07644455249
349	0.07634529327
350	0.07624032714
351	0.07603638697
352	0.07591822788
353	0.07589402531
354	0.07577466002
355	0.07571250032
356	0.07556294007
357	0.07548956164
358	0.07545909338
359	0.07532581747
360	0.07528331707
361	0.07509265945
362	0.07500470984
363	0.07490395011
364	0.07478832375
365	0.07464794994
366	0.0745529339
367	0.0743786703
368	0.07425909233
369	0.07416288162
370	0.07405476325
371	0.07387412717
372	0.07383790653
373	0.07381487504
374	0.07375872693
375	0.07371971641
376	0.07366964989
377	0.07353911942
378	0.07346469095
379	0.07340071133
380	0.07326487051
381	0.07324473056
382	0.07309427102
383	0.07292870635
384	0.07288385357
385	0.07282908463
386	0.07268521218
387	0.07247600199
388	0.07245613986
389	0.07234899691
390	0.07232595561
391	0.07214038216
392	0.07202939333
393	0.07190661035
394	0.0718185942
395	0.07179744857
396	0.07174321415
397	0.07158041641
398	0.07146250889
399	0.07138572599
400	0.07126981902
401	0.07117956401
402	0.07110895969
403	0.0709700961
404	0.07082350255
405	0.07072243421
406	0.07062008483
407	0.07048114135
408	0.0703820624
409	0.07034977356
410	0.07028242105
411	0.07011988497
412	0.0700294494
413	0.06993567693
414	0.06984119434
415	0.06976145709
416	0.06970305544
417	0.06957847756
418	0.06952724386
419	0.06941564368
420	0.06937975101
421	0.06924511244
422	0.06908976219
423	0.06895055533
424	0.06883793684
425	0.06870860308
426	0.06864991088
427	0.06854473818
428	0.0683948169
429	0.06837822029
430	0.06825575644
431	0.06814566261
432	0.06809924809
433	0.06794920178
434	0.06789509242
435	0.06775108794
436	0.06762769877
437	0.06751897858
438	0.06744138356
439	0.06734240783
440	0.06721996288
441	0.06711825914
442	0.06698374602
443	0.06694768384
444	0.06683144666
445	0.06678689535
446	0.06664956004
447	0.06656313319
448	0.06643270726
449	0.06641972072
450	0.06635768465
451	0.06627521249
452	0.06617115042
453	0.06602266898
454	0.0659307814
455	0.06577031343
456	0.06564620492
457	0.0655516015
458	0.06543357747
459	0.06530255994
460	0.06528992275
461	0.06512972864
462	0.06498161314
463	0.064881301
464	0.06478628449
465	0.06467109578
466	0.06463831353
467	0.06452436068
468	0.06446913583
469	0.06435915775
470	0.06423981299
471	0.06419964641
472	0.06412584467
473	0.06397927867
474	0.06392742084
475	0.06384995527
476	0.06383337099
477	0.06369468051
478	0.06360514456
479	0.06350564586
480	0.06340865078
481	0.06327724962
482	0.06319429086
483	0.0630942898
484	0.06302383004
485	0.06298871492
486	0.06296210558
487	0.06287415152
488	0.0628635154
489	0.06278479453
490	0.06267496429
491	0.0626134328
492	0.06255064151
493	0.06253928298
494	0.06245813693
495	0.06244599689
496	0.0623290775
497	0.06226878822
498	0.06215239805
499	0.06205880239
500	0.06192646021
501	0.06188952527
502	0.06178329612
503	0.06172261539
504	0.06164619179
505	0.06154467878
506	0.06149994039
507	0.06146091447
508	0.06145030374
509	0.06139023574
510	0.06131976811
511	0.06119820375
512	0.06111765521
513	0.06104638586
514	0.0609519581
515	0.06094001335
516	0.06078338634
517	0.06066082197
518	0.06060008154
519	0.06058280279
520	0.06053059603
521	0.06052138074
522	0.06043441986
523	0.06031134512
524	0.06026038491
525	0.06013809401
526	0.06012256917
527	0.0600466561
528	0.05995071883
529	0.05983220926
530	0.05971837952
531	0.05963562938
532	0.05956137383
533	0.05952189499
534	0.05937583257
535	0.05930730035
536	0.05923035162
537	0.05919826341
538	0.05903701796
539	0.05902424292
540	0.05892320328
541	0.05887591223
542	0.05880097086
543	0.05871056443
544	0.05866244413
545	0.05865096251
546	0.05852870692
547	0.05843526231
548	0.05834270152
549	0.05828189396
550	0.05822939743
551	0.05813518989
552	0.05804519708
553	0.05792929142
554	0.05785337195
555	0.0578245245
556	0.05776613059
557	0.05768059635
558	0.05759009267
559	0.0575779992
560	0.05756695187
561	0.05747171579
562	0.05743108175
563	0.05741108262
564	0.05735425968
565	0.05730008719
566	0.05721124329
567	0.05711854762
568	0.05710611768
569	0.05706317732
570	0.0570514815
571	0.05697725912
572	0.05694600062
573	0.05693686251
574	0.05684236769
575	0.05677467503
576	0.05675858389
577	0.05659941636
578	0.05654387687
579	0.05653342313
580	0.05650318403
581	0.05645437572
582	0.05640784243
583	0.05639413002
584	0.05638408904
585	0.05635379004
586	0.05633314524
587	0.05632538379
588	0.0562519402
589	0.05624428106
590	0.05619188186
591	0.05606791088
592	0.05600080314
593	0.05592332509
594	0.05587723636
595	0.05579287643
596	0.05570940013
597	0.05566759645
598	0.05552884064
599	0.05544936678
600	0.05544152585
601	0.05532250364
602	0.0552237585
603	0.05516077863
604	0.05504366418
605	0.05495462815
606	0.05484410687
607	0.05477366974
608	0.05476503133
609	0.05467198734
610	0.05463461849
611	0.0545420288
612	0.05448354926
613	0.05447667997
614	0.05446912969
615	0.0544374718
616	0.05436737788
617	0.05429279523
618	0.05421304873
619	0.05415676496
620	0.05413291743
621	0.05409283418
622	0.05403554814
623	0.05402437388
624	0.05398154641
625	0.05397417129
626	0.05391907299
627	0.05384857847
628	0.05379988898
629	0.05375751695
630	0.05370777197
631	0.05359278664
632	0.05354427334
633	0.05353788565
634	0.05348486062
635	0.05338722065
636	0.05335068016
637	0.05324538698
638	0.05324006956
639	0.05317993051
640	0.05310806527
641	0.05308666402
642	0.05299700337
643	0.05288658581
644	0.05286856436
645	0.0528417807
646	0.05278512301
647	0.0526854393
648	0.05262939755
649	0.05255719451
650	0.05243379662
651	0.05232946433
652	0.05222272547
653	0.05219464516
654	0.05214176448
655	0.05208942484
656	0.05201001954
657	0.05195648524
658	0.0518684851
659	0.05177858248
660	0.05173411691
661	0.0516730672
662	0.05157808815
663	0.05156528235
664	0.05151476277
665	0.0513943467
666	0.05137105195
667	0.05136686043
668	0.05132566012
669	0.0512755016
670	0.05126977029
671	0.05125706052
672	0.05120532428
673	0.05115517258
674	0.05108611013
675	0.05106239137
676	0.05098159614
677	0.05088318198
678	0.05082664395
679	0.05072898631
680	0.05069730246
681	0.05063750447
682	0.05055773974
683	0.05050173149
684	0.05043852035
685	0.05040763521
686	0.05031400094
687	0.05023838118
688	0.05013653556
689	0.05003779393
690	0.04996224455
691	0.04987333994
692	0.04976064751
693	0.04972503002
694	0.04967179337
695	0.04959536754
696	0.04952064457
697	0.04943935348
698	0.04934808941
699	0.0492770906
700	0.04921008627
701	0.04915158059
702	0.04911894879
703	0.04905443821
704	0.04897823489
705	0.0489536436
706	0.04888630576
707	0.04878972882
708	0.04878461454
709	0.04873833542
710	0.04871073429
711	0.04864547905
712	0.04863845447
713	0.04859714634
714	0.04859189318
715	0.04851107232
716	0.04850751595
717	0.04850164436
718	0.04848113932
719	0.04843324336
720	0.04840905586
721	0.04836552848
722	0.04835133802
723	0.04829434086
724	0.04826990257
725	0.04826335588
726	0.04822838638
727	0.0481112307
728	0.0480662794
729	0.0480236932
730	0.04796293916
731	0.04788240062
732	0.04782862033
733	0.04777643988
734	0.04768775611
735	0.0476814459
736	0.04762065929
737	0.04756647455
738	0.04750062322
739	0.04742418603
740	0.04730983056
741	0.0472290228
742	0.04717619433
743	0.04716109357
744	0.04707727375
745	0.04699700614
746	0.0468912108
747	0.04680923699
748	0.0467248963
749	0.04667284454
750	0.04666965837
751	0.04666654949
752	0.04664824155
753	0.04664502237
754	0.04660363507
755	0.0465555352
756	0.04649583967
757	0.04644142865
758	0.04643830954
759	0.0464099273
760	0.04635274512
761	0.04628631496
762	0.04627804875
763	0.0462522915
764	0.04622268519
765	0.04618275543
766	0.04611528298
767	0.04607471102
768	0.04603044786
769	0.04598727427
770	0.04590764592
771	0.04590397464
772	0.04584300551
773	0.04582017532
774	0.04581700899
775	0.04573697165
776	0.04566726638
777	0.04561798868
778	0.04556012446
779	0.04547927231
780	0.04543116717
781	0.04535601254
782	0.04528705906
783	0.04527015407
784	0.04523592054
785	0.04518598
786	0.04514173338
787	0.04507135692
788	0.0450293287
789	0.04500034224
790	0.04495134139
791	0.04487257398
792	0.04480734522
793	0.04476473379
794	0.04466567472
795	0.04456569507
796	0.04447276017
797	0.04443486934
798	0.04438291827
799	0.04433086313
800	0.04426252693
801	0.04425083908
802	0.04421562561
803	0.04415331796
804	0.04411746436
805	0.04405487511
806	0.04402027148
807	0.04400466174
808	0.04395610214
809	0.04389211693
810	0.04382739918
811	0.04371762909
812	0.04371385009
813	0.04367504648
814	0.04365746083
815	0.04360929745
816	0.04353488012
817	0.04353253456
818	0.04347011087
819	0.04341338286
820	0.04336817428
821	0.04327370329
822	0.04320452593
823	0.04314351464
824	0.04306550971
825	0.04299690722
826	0.04289874708
827	0.04286766275
828	0.04285540333
829	0.04284870706
830	0.04284609408
831	0.04278590253
832	0.04272637083
833	0.0427238685
834	0.04269828005
835	0.04267437469
836	0.04263265775
837	0.04260961096
838	0.04256714818
839	0.04254348656
840	0.04252970227
841	0.04245803387
842	0.04245144065
843	0.04238848401
844	0.04236334901
845	0.04230860149
846	0.04230609174
847	0.04223171137
848	0.04214800642
849	0.04211230145
850	0.04203368971
851	0.04197321993
852	0.04191928152
853	0.04191599526
854	0.04183502965
855	0.04179383663
856	0.0417260954
857	0.04171161708
858	0.04166455681
859	0.04166213273
860	0.04158701986
861	0.04153592475
862	0.04145452833
863	0.04137461442
864	0.04136835333
865	0.04133013884
866	0.0412600251
867	0.04120640366
868	0.04114403948
869	0.04108103882
870	0.04106996175
871	0.04100136465
872	0.04092748884
873	0.04092519848
874	0.04092296271
875	0.04085993273
876	0.04085561959
877	0.04078706689
878	0.04078484499
879	0.04072444954
880	0.04067728022
881	0.04060272431
882	0.0405467543
883	0.04050592804
884	0.0405040149
885	0.04046490787
886	0.04046276207
887	0.04046041044
888	0.04037347866
889	0.04033608669
890	0.04031873374
891	0.04028720947
892	0.04025895144
893	0.04021581945
894	0.04015561241
895	0.04012915816
896	0.0401273664
897	0.04010457131
898	0.04004409501
899	0.04004229433
900	0.03998598917
901	0.0399213255
902	0.039910088
903	0.03986680175
904	0.0398047742
905	0.03975062674
906	0.03973790481
907	0.03971000756
908	0.03966269167
909	0.03963723067
910	0.03958180445
911	0.03955278279
912	0.03947129164
913	0.03944934803
914	0.0393745996
915	0.03930267215
916	0.03924475167
917	0.03919752903
918	0.03914449841
919	0.03912318789
920	0.03903695052
921	0.03896604917
922	0.03891864261
923	0.03890508299
924	0.03885299776
925	0.03885106928
926	0.03881359909
927	0.03872236847
928	0.03867079991
929	0.03862345114
930	0.03861817285
931	0.03857483112
932	0.03854127321
933	0.03850961727
934	0.03850754514
935	0.03847960765
936	0.03839365067
937	0.0383445334
938	0.03834267133
939	0.03826911019
940	0.03822862339
941	0.03816543839
942	0.03814777762
943	0.03809656522
944	0.03804125205
945	0.0380249731
946	0.03797879511
947	0.03796017918
948	0.037883975
949	0.03788221839
950	0.03786572363
951	0.03783351991
952	0.03780347696
953	0.03771446685
954	0.03764961499
955	0.03764543571
956	0.03760903902
957	0.03759535921
958	0.03756018318
959	0.03753543688
960	0.03747329939
961	0.03746146364
962	0.03745977188
963	0.03739744915
964	0.03737119745
965	0.03735493381
966	0.03728948622
967	0.0372651999
968	0.03725488295
969	0.03724132029
970	0.03723762677
971	0.03723553633
972	0.0372147755
973	0.03713754504
974	0.03707732311
975	0.03705694854
976	0.03699323457
977	0.03696650001
978	0.03690895492
979	0.03690553089
980	0.03684636596
981	0.03681154026
982	0.03677830657
983	0.0367426518
984	0.03672491522
985	0.0366817592
986	0.03661795831
987	0.03660751162
988	0.03658422451
989	0.03658072991
990	0.03653839443
991	0.03653657876
992	0.03650777684
993	0.03643296022
994	0.03642474727
995	0.03635435424
996	0.03633285599
997	0.03633148969
998	0.03627126689
999	0.03625184554
